UniqueCode,QualQuantInc,CADIMA Ref,Author,Study,PubYear,Journal,Study ID,Fire,Grazing,Tourism,Elevation_Stated,Elevation_Est,Elev_Est_Lower,Elev_Est_Upper,Slope,Slope_New,Landform,Landform_Analysis,Aspect,Temperature,Rainfall,Snow,Bare ground,Studysite,Loc.y,Loc.x,Studysite.aggregate,StudySite.LatLong,Loc.y2,Loc.x2,Studysite.aggregate.2,Loc.y.2,Loc.x.2,Study design,Independence?,Study details,Sampling method,Scale,N,r,Other?,Reason for study,Initial ES?,Aggregate.InitialES,Aggregate.InitialES2,Shrub.Dominant,Treatment,TreatmentAggregate1,TreatmentAggregate2,Treatment_Thematic,Treatment_Thematic1,TimeSinceFire...50,TimeSinceGrazing,Response,Family,Form.Category,Alpine.Zone,Alpine.Zone2,Region,Groundwater Association,Ecosystem Types,Seeder.Resprouter,Seeder.Resprouter2,Old.Response,Response.Level,Metric,Metric-Notes,Metric.Aggregate,Metric.Aggregate.Old,QualDirection,Control.Exposure,Design,Year.Initial,Mean...71,SD...72,Year.Final,Mean...74,SD...75,TimeSpan,MeanChange...77,AnnualChange,StandardisedAnnualChange,StandardisedAnnualChange.2,MeanChange...81,TimeSinceFire.New,Climate,Climate.Confounding?,Grazing.Confounding,ID,RainJuly,RainJan,JanTempMin,JanTempMax,JulyTempMin,JulyTempMax
339,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,NA,NA,Olearia algida,Asteraceae,Tall,Subalpine,Subalpine,Subalpine,Dry,Subalpine,Seeder / Soil seed bank,Obligate Seeder,Olearia algida,Species,Cover,Cover,Cover,Cover,Promote,Exposure,BA,2004,0,0,2019,0.0025,0.015811,15,2.5000000000000001E-3,1.6666666666666666E-4,1.6666666666666666E-4,0.000167,0.0025,Omit,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
340,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,NA,NA,Epacris petrophila,Ericaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Wet,"Watercourses, bog, frost hollow, heathland (dry)",Resprouter,Resprouter,Epacris petrophila,Species,Cover,Cover,Cover,Cover,Promote,Exposure,BA,2004,0.045,0.175339,2019,0.0825,0.265916,15,3.7500000000000006E-2,2.5000000000000005E-3,2.5000000000000005E-3,0.0025,0.0375,Omit,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
341,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,NA,NA,Dracophyllum continentis,Ericaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Wet,"Bogs,  heath",Fire killed,No fire tolerance,Richea continentis,Species,Cover,Cover,Cover,Cover,Promote,Exposure,BA,2004,0.0525,0.316218,2019,0.09,0.553219,15,3.7499999999999999E-2,2.5000000000000001E-3,2.5000000000000001E-3,0.0025,0.0375,Omit,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
342,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,NA,NA,Baeckea gunniana,Myrtaceae,Tall,Subalpine,Subalpine,Subalpine,Dry,"Heathland, Woodland",Resprouter,Resprouter,Baeckea gunniana,Species,Cover,Cover,Cover,Cover,Promote,Exposure,BA,2004,0.0875,0.406478,2019,0.115,0.499513,15,2.7500000000000011E-2,1.8333333333333339E-3,1.8333333333333339E-3,0.001833,0.0275,Omit,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
343,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,NA,NA,Veronica densifolia,Plantaginaceae,Mat,Alpine,Alpine,Alpine,Dry,"Heathland, grassland, rocky areas",Fire killed,No fire tolerance,Veronica densifolia^,Species,Cover,Cover,Cover,Cover,Reduce,Exposure,BA,2004,0.0925,0.355461,2019,0.05,0.133973,15,-4.2499999999999996E-2,-2.8333333333333331E-3,-2.8333333333333331E-3,-0.002833,-0.0425,Omit,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
344,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,NA,NA,Melicytus dentatus,Violaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine, Non-alpine",Dry,"Forest, Woodland",Both,Resprouter,Melicytus sp. aff denatus,Species,Cover,Cover,Cover,Cover,Promote,Exposure,BA,2004,0.1025,0.174661,2019,0.3575,0.711044,15,0.255,1.7000000000000001E-2,1.7000000000000001E-2,0.017,0.255,Omit,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
345,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,NA,NA,Olearia brevipedunculata,Asteraceae,Tall,Subalpine,Subalpine,Subalpine,Dry,Subalpine,Resprouter,Resprouter,Olearia phlogopappa,Species,Cover,Cover,Cover,Cover,Reduce,Exposure,BA,2004,0.315,0.708755,2019,0.285,0.601089,15,-3.0000000000000027E-2,-2.0000000000000018E-3,-2.0000000000000018E-3,-0.002,-0.03,Omit,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
346,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,NA,NA,Pimelea alpina,Thymelaeaceae,Mat,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Dry,"Woodland, heathland, grassland",Resprouter,Resprouter,Pimelea alpina,Species,Cover,Cover,Cover,Cover,Promote,Exposure,BA,2004,0.41,0.533878,2019,1.61,1.966749,15,1.2000000000000002,8.0000000000000016E-2,8.0000000000000016E-2,0.08,1.2,Omit,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
347,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,NA,NA,Acrothamnus montanus,Ericaceae,Tall,Alpine,Alpine,Alpine,Dry,"Heathland, Grassland",Resprouter,Resprouter,Acrothamnus montanus^,Species,Cover,Cover,Cover,Cover,Reduce,Exposure,BA,2004,0.6575,0.943775,2019,0.525,0.735109,15,-0.13249999999999995,-8.8333333333333302E-3,-8.8333333333333302E-3,-0.008833,-0.1325,Omit,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
348,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,NA,NA,Pentachondra pumila,Ericaceae,Mat,Alpine,Alpine,Alpine,Both,"Grassland, Herbfield, Fjaeldmark, Bog",Seeder / Soil seed bank,Obligate Seeder,Pentachondra pumila^,Species,Cover,Cover,Cover,Cover,Promote,Exposure,BA,2004,2.04,3.750542,2019,2.785,4.217762,15,0.74500000000000011,4.9666666666666671E-2,4.9666666666666671E-2,0.049667,0.745,Omit,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
349,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,NA,NA,Prostanthera cuneata,Lamiaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Dry,"Shrubland, open heathland, woodland",Seeder / Soil seed bank,Obligate Seeder,Prostanthera cuneata,Species,Cover,Cover,Cover,Cover,Promote,Exposure,BA,2004,2.39,3.551006,2019,3.225,4.664308,15,0.83499999999999996,5.5666666666666663E-2,5.5666666666666663E-2,0.055667,0.835,Omit,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
350,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,NA,NA,Grevillea australis,Proteaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Dry,"Fjaeldmark, Heathland",Seeder / Soil seed bank,Obligate Seeder,Grevillea australis,Species,Cover,Cover,Cover,Cover,Promote,Exposure,BA,2004,3.5775,4.498062,2019,3.055,4.538154,15,-0.52249999999999996,-3.4833333333333334E-2,-3.4833333333333334E-2,-0.034833,-0.5225,Omit,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
351,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,NA,NA,Nematolepis ovatifolium,Rutaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Dry,"Rocky areas, woodland, heathland (dry)",Fire killed,No fire tolerance,Nematolepis ovatifolium,Species,Cover,Cover,Cover,Cover,Promote,Exposure,BA,2004,4.8525,9.837969,2019,7.125,14.49834,15,2.2725,0.1515,0.1515,0.1515,2.2725,Omit,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
352,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,NA,NA,Epacris gunnii,Ericaceae,Tall,Subalpine,Subalpine,"Subalpine, Nonalpine",Wet,"Watercourses, bogs, heathland (wet)",Resprouter,Resprouter,Epacris gunnii,Species,Cover,Cover,Cover,Cover,Promote,Exposure,BA,2004,8.33,8.634255,2019,15.9425,15.95445,15,7.6125000000000007,0.50750000000000006,0.50750000000000006,0.5075,7.6125,Omit,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
353,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,NA,NA,Kunzea muelleri,Myrtaceae,Mat,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine, Montane",Dry,"Heathland, rocky area",Resprouter,Resprouter,Kunzea muelleri,Species,Cover,Cover,Cover,Cover,Promote,Exposure,BA,2004,11.445,18.56365,2019,18.08,27.96842,15,6.634999999999998,0.44233333333333319,0.44233333333333319,0.442333,6.635,Omit,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
354,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),2024,,1,,Ceased 1958,,1813-2114,1813-2114,1813,2114,Unspecified,Summit,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1).","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Cover,Cover,Cover,Cover,Promote,Exposure,BA,2004,34.9625,6.226649,2019,53.8575,9.719977,15,18.895000000000003,1.2596666666666669,1.2596666666666669,1.259667,18.895,,Yes,No,No,"BHP, Victoria 2019",93.95000458,51.57499695,10.25,23,-1.25,4.75
365,Quant+Qual,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,2024,,SppHolmes,Unspecified,Unspecified,Unspecified,Unspecified,1400-1600,1400,1600,Plateau,Summit,Plateau,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Holmes Plains, Victoria",-36.88204593,147.3674824,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"BHP, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,3,3,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Pultenaea tenella,Fabaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine, Non-alpine",Dry,,Seeder / Soil seed bank,Obligate Seeder,Pultenaea tenella,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV.,Cover,Abundance,Promote,Exposure,BA,1999,1,0,2012,32.5,19.09188,13,31.5,2.4230769230769229,2.4230769230769229,2.423077,31.5,21,Omit,Fire during study period,No,"BHP, Victoria 2012",86.34999847,63.05000305,8.25,20,-2.5,4
366,Quant+Qual,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,2024,,SppWellington,Unspecified,Unspecified,Unspecified,Unspecified,1400-1600,1400,1600,Plateau,Summit,Plateau,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Wellington Plains, Victoria",-37.51533161,146.8580289,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"BHP, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,6,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Acrothamnus montanus,Ericaceae,Tall,Alpine,Alpine,Alpine,Dry,"Heathland, Grassland",Resprouter,Resprouter,Acrothamnus_montanus,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV.,Cover,Abundance,Promote,Exposure,BA,1998,1,0,2010,10,11.5,12,9,0.75,0.75,0.75,9,21,Yes,Historical Fire,No,"BHP, Victoria 2010",96.92499542,77.09999847,8.5,21.5,-3.25,4
367,Quant+Qual,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,2024,,SppHolmes,Unspecified,Unspecified,Unspecified,Unspecified,1400-1600,1400,1600,Plateau,Summit,Plateau,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Holmes Plains, Victoria",-36.88204593,147.3674824,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"BHP, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,3,3,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Pimelea alpina,Thymelaeaceae,Mat,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Dry,"Woodland, heathland, grassland",Resprouter,Resprouter,Pimelea alpina,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV.,Cover,Abundance,Promote,Exposure,BA,1998,3,0,2012,17.5,19.09,14,14.5,1.0357142857142858,1.0357142857142858,1.035714,14.5,21,Yes,Historical Fire,No,"BHP, Victoria 2012",86.34999847,63.05000305,8.25,20,-2.5,4
