UniqueCode,QualQuantInc,CADIMA Ref,Author,Study,StudyType,PubYear,Journal ,Study ID,Fire,fire.sa,Grazing,grazing.sa,Tourism,tourism.sa,Elevation_Stated,Elevation_Est,Elev_Est_Lower,elev.lower.sa,Elev_Est_Upper,elev.upper.sa,Slope,Slope_New,Landform,Aspect,Temperature,Rainfall ,Snow,Bare ground,bareground.sa,Study site,Studysite,site.map,coord.x.map,coord.y.map,studysite.sa,Studysite.aggregate,StudySite.LatLong,Loc.y,Loc.x,Studysite.aggregate.2,Loc.y.2,Loc.x.2,Study design,Independence?,Study details ,Sampling method ,Scale,N,r,Other? ,Reason for study,Initial ES?,Aggregate.InitialES,Aggregate.InitialES2,Treatment ,TreatmentAggregate1,TreatmentAggregate2,Treatment_Thematic,Treatment_Thematic1,TimeSinceFire,TimeSinceGrazing,Response ,Family,Form.Category,Alpine.Zone,Region,Groundwater Association,Ecosystem Types,Seeder.Resprouter,Old.Response ,Response.Level,Metric,Metric-Notes,Metric.Aggregate,Metric.Aggregate2,Metric.Aggregate.Old,QualDirection,Calc notes,NT.C.Level,NT.C.Year,NT.C.TimeSince,NT.C.Mean,NT.C.SE,NT.C.SD,NT.C.N,NT.C.SDInterpolated?,NT.C.SDInterpolated,NT.C.Imputation / Notes,NT.E.Level ,NT.E.Year,NT.E.TimeSince,NT.E.Mean,NT.E.SE,NT.E.SD,NT.E.N,NT.E.SDInterpolated,NT.E.Imputation / Notes,NT.Change,T.C.InitialYr.Level ,T.C.InitialYr.Year,T.C.InitialYr.TimeSince,T.C.InitialYr.Mean,T.C.InitialYr.SE,T.C.InitialYr.SD,T.C.InitialYr.N,T.C.InitialYr.SDInterpolated?,T.C.InitialYr.Imputation / Notes,T.C.FinalYr.Year,T.C.FinalYr.TimeSince,T.C.FinalYr.Mean,T.C.FinalYr.SE,T.C.FinalYr.SD,T.C.FinalYr.N,T.C.FinalYr.SDInterpolated?,T.C.FinalYr.Imputation / Notes,T.C.FinalYr.Level,C.Change.Mean,C.Change.SD,C.Change.Time,C.Change.Imputation / Notes,T.E.Initial.Level ,T.E.Initial.Year,T.E.InitialYr.TimeSince,T.E.Initial.Mean,T.E.Initial.SE,T.E.Initial.SD,T.E.Initial.SD.Interpolated,T.E.Initial.SD Calculation Notes,T.E.Initial.N,T.E.Initial.Imputation / Notes,T.E.Final.Year,T.E.FinalYr.TimeSince,T.E.Final.Mean,T.E.Final.SE,T.E.Final.SD,T.E.Final.SD.Interpolated,T.E.Final.SD Calculation Notes,T.E.Final.n,T.E.Final.Level,T.E.Final.Imputation / Notes,E.Change.Mean,E.Change.Time,E.Change.SD,E.Change.Imputation / Notes,Abs.Change,C.E.Sig,C.E.SigState,BACITime.sig,w.time.reason,w.time,mean.c.,sd.c.,n.c.,mean.e.,sd.e.,n.e.,bias.BACITime,bias.differentN,bias.timelag,timespan,sa.timespan,Require.Hedges.g,Exclude?,d.stat,d.stat2,d.IG.t2.MD,d.IGPP.Md.e. ,d.IG.t2.s.pooled,d.IG.t2,SE.d.IG.t2,d.IG (MD),"d.IG (SD, pooled)",d.IG.raw.score,SE.d.IG [ (n1 + n2) / (n1 * n2) ],SE.d.IG [ (SMD ^ 2) / (2 (n1 + n2)) ],"d.RM (SD, pooled)",d.RM (SD.d),d.RM (r ),d.RM (MD),d.RM.raw.score,SE.d.RM ( (2 (1-r)) / n),SE.d.RM ( SMD ^2 / 2n ),SE.d.RM,SD(diff) ^2,r,d(IG).from.d(RM),,initial.TE,initial.se.TE,Require Hedges g transformation? ,n,Hedges g corrected TE,TE,se.TE.raw,se.TE
354,Quant+Qual,Unpub2,Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished Verrall GLORIA Species-Level (partial Verrall & Pickering 2019),Unpublished,2024,Unpublished,1,,Unknown,Ceased 1958,Ceased,,Unspecified,1813-2114,1813-2114,1813,> 1600,2114,> 1600,Unspecified,Plateau,Plateau,Summit,Increase,Unspecified,Unspecified,No significant change,No change,Bogonog High Plains,"BHP, Victoria",Bogong High Plains,-36.88643224,147.2418571,Mainland,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"GLORIA summit, 5 x summits, 0m - 10m below summit sampled for vegetation at random using points and recording vegetation touched. 200 samples in every SAS (4), for every summit (1). ","Field, observational",Multiple sites,800,40,Change over time for summit,Grassland / Open Heathland,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,Temperature (increase),Temperature (increase),Temperature (increase),Climate change,Climate change,,,Shrubs,,,,,,,,Shrub,Shrub,Cover,Cover,Cover-abundance,Cover,Cover,Promote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,0,34.9625,,6.226649,Stated,Stated,40,,2019,0,53.8575,,9.719977,Stated,Stated,40,,,18.895,15,3.493328,,18.895,0.00,Significant,,t2 - t78,15,34.96,6.23,40.00,53.86,9.72,40,,No,5,15,1 - 20 years,No,No,d(RM),d(RM),,,,,,,,,,,39.48815176,4013.591636,-5164.385704,18.90,3.034537518,258.2692852,0.115105224,16.0743395,12.20334051558,0.992173905,0.379647083,,0.379647083,16.0743395,No,NA,,0.379647083,16.0743395,16.0743395
355,QualOnly,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,Unpublished,2024,Unpublished,SppHolmes,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1400-1600,1400,1200 - 1600,1600,1200 - 1600,Plateau,Plateau,Plateau ,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Holmes Plains, Vic","Holmes Plains, Vic",Holmes Plains,-37.43263072,146.7470755,Mainland,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"Wellington & Holmes Plains, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,3,3,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Melicytus dentatus,Violaceae,Tall,Alpine Subalpine,"Alpine, Subalpine, Non-alpine",Dry,"Forest, Woodland",Both,Melicytus dentatus,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV. ,Cover-abundance,Cover,Abundance,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
356,QualOnly,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,Unpublished,2024,Unpublished,SppHolmes,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1400-1600,1400,1200 - 1600,1600,1200 - 1600,Plateau,Plateau,Plateau ,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Holmes Plains, Vic","Holmes Plains, Vic",Holmes Plains,-37.43263072,146.7470755,Mainland,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"Wellington & Holmes Plains, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,3,3,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Pimelea biflora,Thymelaeaceae,Tall,Alpine Subalpine,"Alpine, Subalpine",Dry,,Seeder / Soil seed bank,Pimelea biflora,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV. ,Cover-abundance,Cover,Abundance,Promote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
357,QualOnly,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,Unpublished,2024,Unpublished,SppHolmes,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1400-1600,1400,1200 - 1600,1600,1200 - 1600,Plateau,Plateau,Plateau ,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Holmes Plains, Vic","Holmes Plains, Vic",Holmes Plains,-37.43263072,146.7470755,Mainland,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"Wellington & Holmes Plains, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,3,3,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Acrothamnus montanus,Ericaceae,Tall,Alpine,Alpine,Dry,"Heathland, Grassland",Resprouter,Acrothamnus montanus,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV. ,Cover-abundance,Cover,Abundance,Promote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
358,QualOnly,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,Unpublished,2024,Unpublished,SppWellington,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1400-1600,1400,1200 - 1600,1600,1200 - 1600,Plateau,Plateau,Plateau ,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Wellington Plains, Vic","Wellington Plains, Victoria",Wellington Plains,-37.49869129,146.8385343,Mainland,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"Wellington & Holmes Plains, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,6,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Baeckea gunniana,Myrtaceae,Tall,Subalpine,Subalpine,Dry,"Heathland, Woodland",Resprouter,Baeckea_gunniana,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV. ,Cover-abundance,Cover,Abundance,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
359,QualOnly,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,Unpublished,2024,Unpublished,SppHolmes,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1400-1600,1400,1200 - 1600,1600,1200 - 1600,Plateau,Plateau,Plateau ,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Holmes Plains, Vic","Holmes Plains, Vic",Holmes Plains,-37.43263072,146.7470755,Mainland,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"Wellington & Holmes Plains, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,3,3,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Kunzea muelleri,"	Myrtaceae",Mat,Alpine Subalpine,"Alpine, Subalpine, Montane",Dry,"Heathland, rocky area",Resprouter,Kunzea muelleri,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV. ,Cover-abundance,Cover,Abundance,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
360,QualOnly,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,Unpublished,2024,Unpublished,SppWellington,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1400-1600,1400,1200 - 1600,1600,1200 - 1600,Plateau,Plateau,Plateau ,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Wellington Plains, Vic","Wellington Plains, Victoria",Wellington Plains,-37.49869129,146.8385343,Mainland,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"Wellington & Holmes Plains, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,6,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Kunzea muelleri,"	Myrtaceae",Mat,Alpine Subalpine,"Alpine, Subalpine, Montane",Dry,"Heathland, rocky area",Resprouter,Kunzea_muelleri,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV. ,Cover-abundance,Cover,Abundance,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
361,QualOnly,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,Unpublished,2024,Unpublished,SppHolmes,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1400-1600,1400,1200 - 1600,1600,1200 - 1600,Plateau,Plateau,Plateau ,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Holmes Plains, Vic","Holmes Plains, Vic",Holmes Plains,-37.43263072,146.7470755,Mainland,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"Wellington & Holmes Plains, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,3,3,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Leucopogon fraseri,Ericaceae,Mat,Subalpine,"Subalpine, Montane, Nonalpine",Dry,,Resprouter,Leucopogon fraseri,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV. ,Cover-abundance,Cover,Abundance,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
362,QualOnly,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,Unpublished,2024,Unpublished,SppWellington,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1400-1600,1400,1200 - 1600,1600,1200 - 1600,Plateau,Plateau,Plateau ,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Wellington Plains, Vic","Wellington Plains, Victoria",Wellington Plains,-37.49869129,146.8385343,Mainland,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"Wellington & Holmes Plains, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,6,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Pimelea axiflora,Thymelaeaceae,Dwarf,Alpine Subalpine,"Alpine, Subalpine",Dry,"Woodland, heathland, grassland",Resprouter,Pimelea_axiflora,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV. ,Cover-abundance,Cover,Abundance,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
363,QualOnly,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,Unpublished,2024,Unpublished,SppWellington,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1400-1600,1400,1200 - 1600,1600,1200 - 1600,Plateau,Plateau,Plateau ,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Wellington Plains, Vic","Wellington Plains, Victoria",Wellington Plains,-37.49869129,146.8385343,Mainland,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"Wellington & Holmes Plains, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,6,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Grevillea australis,Proteaceae,Tall,Alpine Subalpine,"Alpine, Subalpine",Dry,"Fjaeldmark, Heathland",Seeder / Soil seed bank,Grevillea_australis,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV. ,Cover-abundance,Cover,Abundance,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
364,QualOnly,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,Unpublished,2024,Unpublished,SppWellington,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1400-1600,1400,1200 - 1600,1600,1200 - 1600,Plateau,Plateau,Plateau ,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Wellington Plains, Vic","Wellington Plains, Victoria",Wellington Plains,-37.49869129,146.8385343,Mainland,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"Wellington & Holmes Plains, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,6,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Olearia algida,Asteraceae,Tall,Subalpine,Subalpine,Dry,Subalpine,Seeder / Soil seed bank,Olearia_algida,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV. ,Cover-abundance,Cover,Abundance,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
365,Quant+Qual,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,Unpublished,2024,Unpublished,SppHolmes,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1400-1600,1400,1200 - 1600,1600,1200 - 1600,Plateau,Plateau,Plateau ,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Holmes Plains, Vic","Holmes Plains, Vic",Holmes Plains,-37.43263072,146.7470755,Mainland,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"Wellington & Holmes Plains, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,3,3,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Pultenaea tenella,Fabaceae,Tall,Alpine Subalpine,"Alpine, Subalpine, Non-alpine",Dry,,Seeder / Soil seed bank,Pultenaea tenella,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV. ,Cover-abundance,Cover,Abundance,Promote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,-4,1,,0,Stated,Stated,3,,2012,9,32.5,32.5,19.09188,Stated,Stated,3,,,31.5,13,19.09188,,31.5,1.00,Not Significant,,t2 - t79,13,1.00,9.00,3.00,32.50,19.09,3,,No,12,13,1 - 20 years,Yes,No,"Exclude, unable to calc d(RM) due to missing p = 1",Exclude,,,,,,,,,,,18.55,#DIV/0!,#DIV/0!,31.50,3.50,#DIV/0!,2.041666667,#DIV/0!,101.84604193440,0.70415088,2.69226734,,2.69226734,#DIV/0!,Yes,6,2.153813872,2.153813872,#DIV/0!,#DIV/0!
366,Quant+Qual,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,Unpublished,2024,Unpublished,SppWellington,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1400-1600,1400,1200 - 1600,1600,1200 - 1600,Plateau,Plateau,Plateau ,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Wellington Plains, Vic","Wellington Plains, Victoria",Wellington Plains,-37.49869129,146.8385343,Mainland,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"Wellington & Holmes Plains, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,6,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Acrothamnus montanus,Ericaceae,Tall,Alpine,Alpine,Dry,"Heathland, Grassland",Resprouter,Acrothamnus_montanus,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV. ,Cover-abundance,Cover,Abundance,Promote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,-5,1,,0,Stated,Stated,1,,2010,7,10,,11.5,Stated,Stated,3,,,9,12,11.5,,9,1.00,Not Significant,,t2 - t80,12,1.00,7.00,1.00,10.00,11.50,3.00,,Yes,14,12,1 - 20 years,Yes,No,"Exclude, unable to calc d(RM) due to missing p = 1",Exclude,,,,,,,,,,,11.50,#DIV/0!,#DIV/0!,9.00,1.29,#DIV/0!,0.275510204,#DIV/0!,20.25000000000,0.846880907,0.711498749,,0.711498749,#DIV/0!,Yes,4,0.406570714,0.406570714,#DIV/0!,#DIV/0!
367,Quant+Qual,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,Unpublished,2024,Unpublished,SppHolmes,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1400-1600,1400,1200 - 1600,1600,1200 - 1600,Plateau,Plateau,Plateau ,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Holmes Plains, Vic","Holmes Plains, Vic",Holmes Plains,-37.43263072,146.7470755,Mainland,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"Wellington & Holmes Plains, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,3,3,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Pimelea alpina,Thymelaeaceae,Mat,Alpine Subalpine,"Alpine, Subalpine",Dry,"Woodland, heathland, grassland",Resprouter,Pimelea alpina,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV. ,Cover-abundance,Cover,Abundance,Promote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,-5,3,,0,Stated,Stated,1,,2012,9,17.5,,19.09,Stated,Stated,2,,,14.5,14,19.09,,14.5,1.00,Not Significant,,t2 - t81,14,3.00,9.00,1.00,17.50,19.09,2.00,,Yes,12,14,1 - 20 years,Yes,No,"Exclude, unable to calc d(RM) due to missing p = 1",Exclude,,,,,,,,,,,19.09,#DIV/0!,#DIV/0!,14.50,1.61,#DIV/0!,0.648919753,#DIV/0!,101.80810000000,0.720635977,1.20427516,,1.20427516,#DIV/0!,Yes,3,0,0,#DIV/0!,#DIV/0!
368,Quant+Qual,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,Unpublished,2024,Unpublished,SppHolmes,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1400-1600,1400,1200 - 1600,1600,1200 - 1600,Plateau,Plateau,Plateau ,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Holmes Plains, Vic","Holmes Plains, Vic",Holmes Plains,-37.43263072,146.7470755,Mainland,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"Wellington & Holmes Plains, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,3,3,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Hovea montana,Fabaceae,Tall,Subalpine,"Subalpine, Montane",Dry,,Both,Hovea montana,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV. ,Cover-abundance,Cover,Abundance,Promote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,-4,9.333333,,11.84624,Stated,Stated,3,,2012,9,34.5,,38.89087,Stated,Stated,3,,,25.166667,13,27.04463,,25.166667,1.00,Not Significant,,t2 - t82,13,9.33,11.85,3.00,34.50,38.89,3.00,,No,12,13,1 - 20 years,Yes,No,"Exclude, unable to calc d(RM) due to missing p = 1",Exclude,,,,,,,,,,,32.2011908,#DIV/0!,#DIV/0!,25.17,2.124443452,#DIV/0!,0.752209997,#DIV/0!,731.41201183690,0.294627987,2.523302311,,2.523302311,#DIV/0!,Yes,6,2.018641849,2.018641849,#DIV/0!,#DIV/0!
